Reaction ID,Name,Equation,Lower Bound,Upper Bound
PROTRS,Prolyl-tRNA synthetase,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c,0.0,1000.0
SERTRS,Seryl-tRNA synthetase,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c,0.0,1000.0
SERTRS2,Seryl-tRNA synthetase (selenocystein),atp_c + ser__L_c + trnasecys_c --> amp_c + ppi_c + sertrna_c,0.0,1000.0
THRTRS,Threonyl-tRNA synthetase,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,0.0,1000.0
TRPTRS,Tryptophanyl-tRNA synthetase,atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c,0.0,1000.0
TYRTRS,tyrosyl-tRNA synthetase,atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c,0.0,1000.0
VALTRS,Valyl-tRNA synthetase,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,0.0,1000.0
ANPRT,anthranilate phosphoribosyltransferase,anth_c + prpp_c --> ppi_c + pran_c,0.0,1000.0
ANS,anthranilate synthase,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,0.0,1000.0
CHORM,chorismate mutase,chor_c --> pphn_c,0.0,1000.0
CHORS,chorismate synthase,3psme_c --> chor_c + pi_c,0.0,1000.0
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.0,1000.0
DHQS,3-dehydroquinate synthase,2dda7p_c --> 3dhq_c + pi_c,0.0,1000.0
DHQTi,"3-dehydroquinate dehydratase, irreversible",3dhq_c --> 3dhsk_c + h2o_c,0.0,1000.0
IGPS,indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,0.0,1000.0
PHETA1,phenylalanine transaminase,glu__L_c + phpyr_c <=> akg_c + phe__L_c,-1000.0,1000.0
PPND,prephenate dehydrogenase,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,0.0,1000.0
PPNDH,prephenate dehydratase,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,0.0,1000.0
PRAIi,phosphoribosylanthranilate isomerase (irreversible),pran_c --> 2cpr5p_c,0.0,1000.0
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_c + skm5p_c <=> 3psme_c + pi_c,-1000.0,1000.0
SHK3Dr,shikimate dehydrogenase,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,-1000.0,1000.0
SHKK,shikimate kinase,atp_c + skm_c --> adp_c + h_c + skm5p_c,0.0,1000.0
TRPS1,tryptophan synthase (indoleglycerol phosphate),3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,0.0,1000.0
TRPS2,tryptophan synthase (indole),indole_c + ser__L_c --> h2o_c + trp__L_c,0.0,1000.0
TRPS3,tryptophan synthase (indoleglycerol phosphate),3ig3p_c --> g3p_c + indole_c,0.0,1000.0
TYRRRpp,phospho-L-tyrosine phosphatase,atp_c + h2o_c + tyr__L_e --> adp_c + h_c + pi_c + tyr__L_c,0.0,1000.0
TYRTA,tyrosine transaminase,34hpp_c + glu__L_c <=> akg_c + tyr__L_c,-1000.0,1000.0
INPSHE,indoleglycerol phosphate synthetase,2cpr5p_c --> 3ig3p_c + co2_c + h2o_c,0.0,1000.0
AGPSC,AGPSC,glyc3p_c + 0.004 hdeACP_c + 0.004 myrsACP_c + 0.01 ocdcaACP_c + 0.544 octeACP_c + 0.438 palmACP_c --> 1ag3p_SC_c + BSU15920-MONOMER_mod_pan4p,0.0,1000.0
ARATH,ARABINOGALACTAN_Ass,6.6402 udpara_c + 0.71115 udpgal_c --> arabino_c + 7.3514 udp_c,0.0,1000.0
ATPM,ATPM,atp_c + h2o_c --> adp_c + h_c + pi_c,0.0,1000.0
DNA,DNA,4.4671 atp_c + 0.75257 damp_c + 0.87632 dcmp_c + 0.87632 dgmp_c + 0.75257 dtmp_c + 1.2103 h2o_c --> 4.4671 amp_c + dna_c + 4.4671 h_c + 4.4671 ppi_c,0.0,1000.0
FREENTCO,FREEMYCOLICACID_Ass,0.012 hdeACP_c + 0.007 myrsACP_c + 0.009 ocdcaACP_c + 0.521 octeACP_c + 0.437 palmACP_c + 0.014 tdeACP_c --> BSU15920-MONOMER_mod_pan4p + freemyco_c,0.0,1000.0
IONS,IONS,0.54282 ca2_c + 0.54282 cl_c + 0.002624 cobalt2_c + 0.073913 cu2_c + 0.70023 fe2_c + 0.81422 fe3_c + 20.3556 k_c + 0.90469 mg2_c + 0.072104 mn2_c + 0.033655 ni2_c + 0.45235 so4_c + 0.035554 zn2_c --> ions_c,0.0,1000.0
MYCOLI,MYCOLICACID_Ass,3.5911 freemyco_c + 0.044346 tdcm_c + 0.071339 tmcm_c --> mycoli_c,0.0,1000.0
PA,PA,1ag3p_SC_c + 0.004 hdeACP_c + 0.004 myrsACP_c + 0.01 ocdcaACP_c + 0.544 octeACP_c + 0.438 palmACP_c --> BSU15920-MONOMER_mod_pan4p + pa_c,0.0,1000.0
PEPTH,PEPTIDOGLYCAN_Ass,0.89721 alaala_c + 2.2426 atp_c + 0.48358 glc__D_c + 0.48358 gly_c + 2.2426 h2o_c + 0.48358 uacgam_c + 0.48358 uamr_c + 0.48358 ugmd_c --> 2.2426 adp_c + 0.49233 ala__L_c + 2.2426 h_c + peptid_c + 2.2426 pi_c + 0.48358 udp_c + 0.48358 ump_c,0.0,1000.0
PPTHTH,PHOSPHOLIPID_Ass,1.0585 apg_c + 0.0065396 clpn_c + 0.03083 pa_c + 0.060725 pim_c + 0.039238 pit_c --> phosph_c,0.0,1000.0
RNA,RNA,1.9309 atp_c + 0.6972 ctp_c + 1.0161 gtp_c + 0.7062 utp_c --> 1.243 adp_c + 1.8644 h2o_c + 1.243 h_c + 3.1074 ppi_c + rna_c,0.0,1000.0
PROTEIN,PROTEIN,1.3527 ala__L_c + 0.38519 arg__L_c + 0.39281 asn__L_c + 0.39281 asp__L_c + 40.0656 atp_c + 0.089437 cys__L_c + 0.69314 gln__L_c + 1.1139 glu__L_c + 0.71651 gly_c + 30.7601 h2o_c + 0.13619 his__L_c + 0.38316 ile__L_c + 0.71347 leu__L_c + 0.37909 lys__L_c + 0.15347 met__L_c + 0.26018 phe__L_c + 0.32319 pro__L_c + 0.498 ser__L_c + 0.5539 thr__L_c + 0.055899 trp__L_c + 0.15753 tyr__L_c + 0.55492 val__L_c --> 40.0656 adp_c + 40.0656 h_c + 40.0656 pi_c + protein_c,0.0,1000.0
SOL_POOL,SOL_POOL,0.12386 accoa_c + 0.099086 amet_c + 0.000887 btn_c + 0.099086 chor_c + 0.074314 coa_c + 0.013872 malcoa_c + 0.79269 nad_c + 0.019817 nadh_c + 0.049543 nadp_c + 0.14863 nadph_c + 0.099086 pydx5p_c + 0.043598 succoa_c + 0.024558 udcpdp_c --> soluble_pool_c,0.0,1000.0
ACHBS,2-aceto-2-hydroxybutanoate synthase,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,0.0,1000.0
ACLS,acetolactate synthase,h_c + 2.0 pyr_c --> alac__S_c + co2_c,0.0,1000.0
DHAD1,"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c --> 3mob_c + h2o_c,0.0,1000.0
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)",23dhmp_c --> 3mop_c + h2o_c,0.0,1000.0
ILETA,isoleucine transaminase,3mop_c + glu__L_c <=> akg_c + ile__L_c,-1000.0,1000.0
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,0.0,1000.0
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,-1000.0,1000.0
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <=> 3c3hmp_c,-1000.0,1000.0
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,0.0,1000.0
KARA1,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c,-1000.0,1000.0
KARA2,ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,-1000.0,1000.0
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop_c + h_c --> 4mop_c + co2_c,0.0,1000.0
THRD_L,L-threonine deaminase,thr__L_c --> 2obut_c + nh4_c,0.0,1000.0
VALTA,valine transaminase,3mob_c + glu__L_c --> akg_c + val__L_c,0.0,1000.0
LEUTAi,leucine transaminase (irreversible),4mop_c + glu__L_c <=> akg_c + leu__L_c,-1000.0,1000.0
